"inc_number","inc_assignment_group","inc_opened_at","inc_cmdb_ci","inc_short_description","taskslatable_has_breached","inc_u_escalation_reason"
"INC0733369","SC_ALL_L1_SDK","28/01/2025 07:28:59","MFA MS MultiFactor","Need to setup mobile authenticator app","false","Assigned for Resolution"
"INC0885401","SC_ALL_L1_SDK","28/04/2026 10:02:56","MFA MS MultiFactor","MFA reset is required to allow the user to reconfigure authentication method.","false","Assigned for Resolution"
"INC0811835","SC_ALL_L1_SDK","29/09/2025 08:59:14","MFA MS MultiFactor","MFA - Besoin changement N° de téléphone","false","Assigned for Resolution"
"INC0754096","SC_ALL_L1_SDK","28/03/2025 16:06:41","Windows Account","[Security Alert] - ADR-003 - User added in a sensitive group","false",""
"INC0838348","SC_ALL_L1_SDK","16/12/2025 17:06:14","VDI","VDI is lagging too much","false",""
"INC0834913","SC_ALL_L2_GAM","08/12/2025 10:04:55","Windows Account","The user was previously working at Servier and left the company approximately four months ago. He has recently rejoined.","false","Assigned for Resolution"
"INC0788049","SC_ALL_L1_SDK","10/07/2025 08:20:45","Windows Account","I have typed the wrong Windows password several times and my PC is blocked. What can I do?","false",""
"INC0806846","SC_ALL_L2_WKS","12/09/2025 09:05:17","VDI","Please help me to place updated SAPjco.dll file at C:\Windows\System32 path.","false","Assigned for Resolution"
"INC0735345","SC_ALL_L1_SDK","03/02/2025 11:50:59","Excel 365","Excel 365 - FONFRIDE-HIDOINE - Ne peux pas enlever le filtre sur le fichier excel ( en ligne)","false","Assigned for Resolution"
"INC0881549","SC_ALL_L1_SDK","17/04/2026 11:20:16","Windows Account","Outlook classique ne s'ouvre pas ","false","Assigned for Resolution"
"INC0818744","SC_ALL_L1_SDK","19/10/2025 12:53:27","CONTROL-M","Request Cancelled","false","Assigned for Resolution"
"INC0739898","SC_ALL_L1_SDK","17/02/2025 07:41:50","VDI","Unable to Connect VDI. Getting hanged frequently.","false",""
"INC0870823","SC_ALL_L1_SDK","19/03/2026 14:41:42","VDI","Cannot access to https://emeadesktop.servier.com via VDI","false","Incorrect Assignment"
"INC0845154","SC_ALL_L1_SDK","13/01/2026 10:55:05","MFA MS MultiFactor","Multi-factor authentication (MFA) - L'authentification multifacteur (MFA)","false","Assigned for Resolution"
"INC0749888","SC_ALL_L1_SDK","17/03/2025 13:52:37","MFA MS MultiFactor","PL2 domain account BART_PL2 is getting locked ","false","Assigned for Resolution"
"INC0748340","SC_ALL_L1_SDK","12/03/2025 11:07:55","Windows Account","Reset Windows password and MFA","false",""
"INC0879385","SC_ALL_L1_SDK","13/04/2026 04:23:36","WEBSOP","can not create new SOP in websop","false","Incorrect Assignment"
"INC0874681","SC_ALL_L1_SDK","30/03/2026 11:35:33","VDI","I can't acces to my VDI . My account is locked. ","false",""
"INC0729887","SC_ALL_L1_SDK","17/01/2025 14:45:48","VDI","Task bar is frozen","false",""
"INC0857110","SC_ALL_L1_SDK","13/02/2026 08:06:04","VDI","Not able to open VMWARE horizon client ","false",""
"INC0863234","SC_ALL_L1_SDK","02/03/2026 08:44:43","Control-M","[PRD] [CTLM]Login Issues","false","Assigned for Resolution"
"INC0884724","SC_ALL_L1_SDK","26/04/2026 13:06:43","Control-M","[PRD] [CTLM]unable to login control m","false","Assigned for Resolution"
"INC0881750","SC_ALL_L1_SDK","17/04/2026 19:30:51","Outlook 365","[URGENT] Outlook is not working","false",""
"INC0876133","SC_ALL_L1_SDK","02/04/2026 09:38:30","CONTROL-M","Access Control M UAT issue","false","Assigned for Resolution"
"INC0863137","SC_ALL_L1_SDK","02/03/2026 03:33:17","VDI","VDI is not working in url throw or VM ware software","false",""
"INC0789210","SC_ALL_L1_SDK","15/07/2025 12:21:19","VDI","VDI is not getting connected since morning.","false",""
"INC0822232","SC_ALL_L2_GAM","29/10/2025 19:40:58","Teams","Administrator Password Request","false","Assigned for Resolution"
"INC0876536","SC_ALL_L2_GAM","03/04/2026 07:36:40","Windows Account","issue with PowerAutomate Licenses","false","Assigned for Resolution"
"INC0794625","SC_ALL_L1_SDK","01/08/2025 16:27:52","Outlook 365","Emails fail to be delivered to recepients previously on the mailing list","false","Assigned for Resolution"
"INC0857329","SC_ALL_L1_SDK","13/02/2026 14:02:25","VDI","Not able to open VMWARE horizon client","false",""
"INC0727490","SC_ALL_L1_SDK","12/01/2025 06:28:54","VDI","Putty Application Installation","false","Assigned for Resolution"
"INC0745699","SC_ALL_L2_GAM","04/03/2025 16:43:59","Teams","MX1 site have two teams room and both shows ""Can't start session on MST""","false","Assigned for Resolution"
"INC0782467","SC_ALL_L2_GAM","24/06/2025 15:36:40","Windows Account","script for GRS-GO-BAL-CREATE-REMOTE is not working.","false","Assigned for Resolution"
"INC0871161","SC_ALL_L2_WKS","20/03/2026 10:26:28","CSI-Logistic","Can' acces to Citrix","false","Assigned for Resolution"
"INC0852187","SC_ALL_L1_SDK","02/02/2026 17:38:54","RPA Platform","Microsoft app license issue on user emsvcrparec & more RPA platform users. DEV & UAT affected at the moment. Afraid PROD will be if the licensing was updated","false","Assigned for Resolution"
"INC0766794","SC_ALL_L2_GAM","06/05/2025 10:50:00","Outlook 365","email address regarding RITM0302798 doesn't work as expected","false","Assigned for Resolution"
"INC0873458","SC_ALL_L1_SDK","26/03/2026 06:57:12","Teams","22548 - Probleme avec teams","false","Incorrect Assignment"
"INC0743610","SC_ALL_L2_GAM","26/02/2025 10:29:16","CheckPoint FW PRD","Hi Team, I have raised RITM0297472 to add my admop ""ADMOPPARH"" under ""GRS-GO-FW-LEGACY-ADM-RW"", this request has been incorrectly completed by automation.","false","Assigned for Resolution"
"INC0882458","SC_ALL_L1_SDK","20/04/2026 13:30:27","LAN","the deployment of printer drivers in Armenia (RITM0409979)","false","Assigned for Resolution"
"INC0793755","SC_ALL_L1_SDK","30/07/2025 08:57:18","VDI","Local C Drive : Storage is showing full but having space 11.1 GB . Unable to download logs /dpxs and all.","false","Incorrect Assignment"
"INC0754470","SC_ALL_L1_SDK","31/03/2025 12:37:53","MFA MS MultiFactor","Unable to authenticate the servier account while logging any servier application. ","false","Assigned for Resolution"
"INC0815993","SC_ALL_L2_WKS","10/10/2025 07:54:01","Citrix","WFH- Cirtix- Applications in Citrix are not opening","false","Assigned for Resolution"
"INC0815243","SC_ALL_L1_SDK","08/10/2025 12:26:12","Outlook 365","Pb de boîte Mail saturée avec OST à 50 Go","false","Assigned for Resolution"
"INC0816617","SC_ALL_L1_SDK","13/10/2025 09:42:34","MFA MS MultiFactor","issues with Microsoft Authenticator and am unable to use it","false","Assigned for Resolution"
"INC0832797","SC_ALL_L2_WKS","02/12/2025 08:46:00","VS CODE","Please install VS Code V18 & node.js  for user Ahmed khan","false","Insufficient Informations"
"INC0764870","SC_ALL_L1_SDK","29/04/2025 10:42:14","SAP S4H RTR (FI & CO)","SAP is very slow or not loading in the UK","false","Assigned for Resolution"
"INC0747340","SC_ALL_L2_WKS","10/03/2025 10:06:36","Adobe CCE","Adobe ECC License [GRS-GA-APP-ADOBE PRO] no longer works for all users [Biogaran] who normally have this license","false","Assigned for Resolution"
"INC0799129","SC_ALL_L2_WKS","19/08/2025 18:54:35","VALEDOC","Error faced when connecting to CEDRES from VALEDOC ","false","Assigned for Resolution"
"INC0728616","SC_ALL_L1_SDK","14/01/2025 17:15:12","Windows Account","Aniss ELARJ account have been deleted and must be reactivated","false","Assigned for Resolution"
"INC0747015","SC_ALL_L2_WKS","07/03/2025 19:36:09","Adobe CCE","Adobe CC Group for licencing have been deleted","false","Assigned for Resolution"
"INC0761470","SC_ALL_L1_SDK","17/04/2025 17:25:07","Teams","Please Disable the MFA for pb14@servier.com","false",""
"INC0745596","SC_ALL_L1_SDK","04/03/2025 14:20:57","OneDrive 365","MS Onedrive  folder owner change","false","Incorrect Assignment"
"INC0729234","SC_ALL_L1_SDK","16/01/2025 09:27:58","VDI","Facing black screen issue","false",""
"INC0813253","SC_ALL_L1_SDK","02/10/2025 10:01:45","Windows Azure","DZ1 - Account blocked with no reason","false","Assigned for Resolution"
"INC0793763","SC_ALL_L2_WKS","30/07/2025 09:08:57","Windows Workstation","Please push the package MATHWORKS_Matlab_R2024b_MUI_X64_R01 into EMVDTCSAPP1-049 (win 11) for testing matlab under TMACMC-978","false","Assigned for Resolution"
"INC0793250","SC_ALL_L2_WKS","28/07/2025 12:39:54","Windows Workstation","Kindly push the package EIGEN-VECTOR_PLS-Toolbox_9.5_NA_X64_R02 into the OR201427 as we have to perform testing for TMACMC-1432.","false","Assigned for Resolution"
"INC0771144","SC_ALL_L1_SDK","20/05/2025 16:47:27","Windows Account","Unable to login to Control - M Prod","false",""
"INC0873895","SC_ALL_L1_SDK","27/03/2026 01:08:00","Windows Account","my admop ID password expired","false",""
"INC0791434","SC_ALL_L1_SDK","22/07/2025 09:35:03","Adobe Acrobat","Regarding Adobe acrobat license activation on Windows server-EMSW1774","false","Incorrect Assignment"
"INC0873895","SC_ALL_L1_SDK","27/03/2026 01:08:00","Windows Account","my admop ID password expired","false",""
"INC0873458","SC_ALL_L1_SDK","26/03/2026 06:57:12","Teams","22548 - Probleme avec teams","false","Incorrect Assignment"
"INC0857329","SC_ALL_L1_SDK","13/02/2026 14:02:25","VDI","Not able to open VMWARE horizon client","false",""
"INC0871161","SC_ALL_L2_WKS","20/03/2026 10:26:28","CSI-Logistic","Can' acces to Citrix","false","Assigned for Resolution"
"INC0882458","SC_ALL_L1_SDK","20/04/2026 13:30:27","LAN","the deployment of printer drivers in Armenia (RITM0409979)","false","Assigned for Resolution"
"INC0852187","SC_ALL_L1_SDK","02/02/2026 17:38:54","RPA Platform","Microsoft app license issue on user emsvcrparec & more RPA platform users. DEV & UAT affected at the moment. Afraid PROD will be if the licensing was updated","false","Assigned for Resolution"
"INC0881750","SC_ALL_L1_SDK","17/04/2026 19:30:51","Outlook 365","[URGENT] Outlook is not working","false",""
"INC0879385","SC_ALL_L1_SDK","13/04/2026 04:23:36","WEBSOP","can not create new SOP in websop","false","Incorrect Assignment"
"INC0846027","SC_ALL_L2_GAM","15/01/2026 09:39:44","Exchange","Mail reception by @biogaran.com domain name does not work","false","Assigned for Resolution"
"INC0881549","SC_ALL_L1_SDK","17/04/2026 11:20:16","Windows Account","Outlook classique ne s'ouvre pas ","false","Assigned for Resolution"
"INC0838348","SC_ALL_L1_SDK","16/12/2025 17:06:14","VDI","VDI is lagging too much","false",""
"INC0876133","SC_ALL_L1_SDK","02/04/2026 09:38:30","CONTROL-M","Access Control M UAT issue","false","Assigned for Resolution"
"INC0874681","SC_ALL_L1_SDK","30/03/2026 11:35:33","VDI","I can't acces to my VDI . My account is locked. ","false",""
"INC0870823","SC_ALL_L1_SDK","19/03/2026 14:41:42","VDI","Cannot access to https://emeadesktop.servier.com via VDI","false","Incorrect Assignment"
"INC0863234","SC_ALL_L1_SDK","02/03/2026 08:44:43","Control-M","[PRD] [CTLM]Login Issues","false","Assigned for Resolution"
"INC0857110","SC_ALL_L1_SDK","13/02/2026 08:06:04","VDI","Not able to open VMWARE horizon client ","false",""
"INC0876536","SC_ALL_L2_GAM","03/04/2026 07:36:40","Windows Account","issue with PowerAutomate Licenses","false","Assigned for Resolution"
"INC0845154","SC_ALL_L1_SDK","13/01/2026 10:55:05","MFA MS MultiFactor","Multi-factor authentication (MFA) - L'authentification multifacteur (MFA)","false","Assigned for Resolution"
"INC0863137","SC_ALL_L1_SDK","02/03/2026 03:33:17","VDI","VDI is not working in url throw or VM ware software","false",""
"INC0884724","SC_ALL_L1_SDK","26/04/2026 13:06:43","Control-M","[PRD] [CTLM]unable to login control m","false","Assigned for Resolution"
"INC0885401","SC_ALL_L1_SDK","28/04/2026 10:02:56","MFA MS MultiFactor","MFA reset is required to allow the user to reconfigure authentication method.","false","Assigned for Resolution"
"INC0856419","SC_ALL_L1_SDK","11/02/2026 17:06:41","PXY Zscaler","Zscaler access for Generic Accont","false","Incorrect Assignment"
"INC0802741","SC_ALL_L2_WKS","01/09/2025 11:33:05","Teams","wfh_teams_souci de camera ","false","Assigned for Resolution"
"INC0819078","SC_ALL_L2_GAM","20/10/2025 15:02:28","Outlook 365","Veut renommer une liste de distribution","false","Assigned for Resolution"
"INC0836857","SC_ALL_L2_WKS","12/12/2025 07:54:30","Windows Workstation","Kindly push MATHWORKS_Matlab_R2024b_MUI_X64_R01 in EMVDTCSAPP1-112 for testing. It's a windows 11 vdi.","true",""
"INC0805326","SC_ALL_L1_SDK","08/09/2025 15:03:50","Outlook 365","Slowness in Outlook","false","Assigned for Resolution"
"INC0823556","SC_ALL_L1_SDK","03/11/2025 15:31:39","MFA MS MultiFactor","Reset MFA for DT68_HU3.","false","Incorrect Assignment"
"INC0792592","SC_ALL_L1_SDK","25/07/2025 03:36:48","Outlook 365","The newly created email address is invalid","true","Assigned for Resolution"
"INC0850907","SC_ALL_L2_WKS","29/01/2026 10:18:00","Intune","GRSADMLOCAL Password","false","Assigned for Resolution"
"INC0843756","SC_ALL_L2_WKS","08/01/2026 15:02:02","Windows","besoin de ce logiciel","false","Assigned for Resolution"
"INC0874855","SC_ALL_L2_GAM","30/03/2026 16:06:07","Outlook 365","my name is appearing in capital letters instead of normal formatting, please check the attached and communicate with the user ","false","Assigned for Resolution"
"INC0756459","SC_ALL_L2_WKS","04/04/2025 16:12:34","SAP Spirit Manufact","Ecran bleu à l'ouverture de l'application par citrix","false","Assigned for Resolution"
"INC0824988","SC_ALL_L1_SDK","06/11/2025 14:05:55","NextGen MyITportal","Request to create WINDOWS GROUP","false","Assigned for Resolution"
"INC0815792","SC_ALL_L2_WKS","09/10/2025 15:26:10","Windows","Saclay - Software request - need postgresql","false","Assigned for Resolution"
"INC0806333","SC_ALL_L2_WKS","11/09/2025 07:52:37","Citrix","Compte CITRIX BLOQUE","false","Assigned for Resolution"
"INC0748232","SC_ALL_L2_GAM","12/03/2025 08:26:33","Windows","compte windows sur PC technique bloqué","false","Assigned for Resolution"
"INC0788955","SC_ALL_L2_WKS","14/07/2025 13:34:43","Windows Workstation","Kindly push the package : SIMULATIONSPLUS_GastroPlus_9.6_EN_X64_R01 into VDI: EMVDTCSRBI1-061.","false",""
"INC0733325","SC_ALL_L2_GAM","28/01/2025 00:11:13","Outlook 365","A newly distribution list is not available on Outlook address book nor Azure. Can you please check if there are any sync issues.","false","Assigned for Resolution"
"INC0753060","SC_ALL_L2_WKS","26/03/2025 09:29:30","VDI","Please help me to place updated SAPjco.dll file at C:\Windows\System32 path.","false",""
"INC0752221","SC_ALL_L2_WKS","24/03/2025 14:17:57","VDI","The Group Policy Client service failed the sign-in","false","Assigned for Resolution"
"INC0857857","SC_ALL_L2_GAM","16/02/2026 09:11:32","PXY Zscaler","zscaler account issue for new colleague starting today (see attachment)","false","Assigned for Resolution"
"INC0859596","SC_ALL_L2_WKS","19/02/2026 09:37:08","CEDRES","Please installed ActiveX package on My machine - VM : EMVDTCSEDM1-034","false","Assigned for Resolution"
"INC0778814","SC_ALL_L2_WKS","13/06/2025 10:29:16","PHARMASUITE GD2 PRD","Gidy- pharmasuite- can not access to pharmasuite application ","false","Assigned for Resolution"
"INC0880279","SC_ALL_L2_GAM","14/04/2026 14:52:16","Outlook 365","plus d'accès à la boite générique <FRgd LSI Assistantes DT","false","Assigned for Resolution"
"INC0776563","SC_ALL_L2_WKS","05/06/2025 10:19:33","VDI","I need to install JMP application in my VDI w10","false","Assigned for Resolution"
"INC0742094","SC_ALL_L2_WKS","21/02/2025 10:17:50","Outlook 365","Error when i open outlook","false","Assigned for Resolution"
"INC0830177","SC_ALL_L2_WKS","24/11/2025 10:51:41","VDI","Unable to access visual studio 2022","false","Assigned for Resolution"
"INC0734879","SC_ALL_L2_WKS","31/01/2025 13:58:10","VDI","Neelima is unable to connect to the VDI","false","Assigned for Resolution"
"INC0875730","SC_ALL_L2_WKS","01/04/2026 11:38:59","Citrix","Unable to access to Websop through Citrix Workspace","false","Assigned for Resolution"
"INC0775980","SC_ALL_L2_WKS","03/06/2025 17:24:07","Outlook 365","Message d'erreur à l'ouverture d'Outlook (voir copie écran jointe) ","false","Assigned for Resolution"
"INC0820629","SC_ALL_L1_SDK","24/10/2025 11:49:59","Outlook 365","Gidy - outlook - can't see mails on <FRgd Formation TES CMC mailbox ","false","Assigned for Resolution"
"INC0724059","SC_ALL_L2_WKS","01/01/2025 08:47:58","VDI","Unable to login to VDI","false","Assigned for Resolution"
"INC0788489","SC_ALL_L2_WKS","11/07/2025 10:56:16","Citrix","Citrix receiver ne se lance pas - Windows 11","false","Assigned for Resolution"
"INC0864812","SC_ALL_L1_SDK","04/03/2026 15:29:17","Outlook 365","Outlook 365- Calendar delegation","false","Assigned for Resolution"
"INC0878238","SC_ALL_L2_WKS","08/04/2026 15:37:17","VDI","Temp local admin account and password for Laptop FR502007 for 08 Apryl 2026","false","Assigned for Resolution"
